Batch Number: 1,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,Batch Time,C1-1,C1-2,C1-3,C2-2,C3-3,,,,,
Part2,6,0.011802,0.033949,2.876526,0.033949,0.033949,,,,,,,,,,,,
Part3,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.989811,,,,,,,,,,,,,,,,
Inspector2,0.884401,0.10541,,,,,,,,,,,,,,,,
Worker1,0.563325,0.426486,,,,,,,,,,,,,,,,
Worker2,0.947222,0.042589,,,,,,,,,,,,,,,,
Worker3,0.989811,0,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.13427,,,,,,,,,,,,,,,,,
C1-2,0.000402,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,1.633743,,,,,,,,,,,,,,,,,
C3-3,1.931805,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 32,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.581019,#NAME?,0.581019,#NAME?,,,,,,,,,,,,
Component1,51,0.101555,1.126096,12.41639,1.126096,1.260941,,,,,,,,,,,,
Component2,2,0.003983,0.529963,233.452219,0.529963,0.929731,,,,,,,,,,,,
Component3,3,0.005974,1.991619,595.410293,1.991619,3.556861,,,,,,,,,,,,
Part1,45,0.089607,0.400126,4.465349,0.400126,0.400126,,,,,,,,,,,,
Part2,3,0.005974,0.045867,7.678006,0.045867,0.045867,,,,,,,,,,,,
Part3,3,0.005974,0.032682,5.470914,0.032682,0.032682,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.983299,,,,,,,,,,,,,,,,
Inspector2,0.890382,0.092917,,,,,,,,,,,,,,,,
Worker1,0.580231,0.403068,,,,,,,,,,,,,,,,
Worker2,0.937432,0.045867,,,,,,,,,,,,,,,,
Worker3,0.950617,0.032682,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.134845,,,,,,,,,,,,,,,,,
C1-2,0.142797,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.462067,,,,,,,,,,,,,,,,,
C3-3,1.966598,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 33,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.630644,#NAME?,0.630644,#NAME?,,,,,,,,,,,,
Component1,50,0.098225,1.545161,11.01831,1.545161,1.082269,,,,,,,,,,,,
Component2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Component3,1,0.001964,1.995756,434.505931,1.995756,0.853583,,,,,,,,,,,,
Part1,48,0.094296,0.373251,3.95831,0.373251,0.373251,,,,,,,,,,,,
Part2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Part3,1,0.001964,0.001493,0.760189,0.001493,0.001493,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.995692,,,,,,,,,,,,,,,,
Inspector2,0.99132,0.004372,,,,,,,,,,,,,,,,
Worker1,0.622441,0.373251,,,,,,,,,,,,,,,,
Worker2,0.995692,0,,,,,,,,,,,,,,,,
Worker3,0.994199,0.001493,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.086577,,,,,,,,,,,,,,,,,
C1-2,0.549469,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.991384,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 34,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.700439,#NAME?,0.700439,#NAME?,,,,,,,,,,,,
Component1,39,0.077884,1.226629,23.558435,1.226629,1.834828,,,,,,,,,,,,
Component2,1,0.001997,0.004499,2.253075,0.004499,0.004499,,,,,,,,,,,,
Component3,1,0.001997,2.002832,736.458304,2.002832,1.470729,,,,,,,,,,,,
Part1,39,0.077884,0.283161,3.635671,0.283161,0.283161,,,,,,,,,,,,
Part2,1,0.001997,0.00288,1.441968,0.00288,0.00288,,,,,,,,,,,,
Part3,1,0.001997,0.001633,0.817596,0.001633,0.001633,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.981952,,,,,,,,,,,,,,,,
Inspector2,0.938525,0.043427,,,,,,,,,,,,,,,,
Worker1,0.698791,0.283161,,,,,,,,,,,,,,,,
Worker2,0.979072,0.00288,,,,,,,,,,,,,,,,
Worker3,0.980319,0.001633,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.049629,,,,,,,,,,,,,,,,,
C1-2,0.239272,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.963904,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 35,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.572132,#NAME?,0.572132,#NAME?,,,,,,,,,,,,
Component1,55,0.109711,1.148375,11.598252,1.148375,1.272459,,,,,,,,,,,,
Component2,5,0.009974,1.02704,57.790519,1.02704,0.576388,,,,,,,,,,,,
Component3,2,0.00399,2.08709,778.449074,2.08709,3.105623,,,,,,,,,,,,
Part1,49,0.097743,0.455821,4.66348,0.455821,0.455821,,,,,,,,,,,,
Part2,4,0.007979,0.03823,4.791387,0.03823,0.03823,,,,,,,,,,,,
Part3,2,0.00399,0.009276,2.325005,0.009276,0.009276,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.998516,,,,,,,,,,,,,,,,
Inspector2,0.842905,0.155611,,,,,,,,,,,,,,,,
Worker1,0.548844,0.449672,,,,,,,,,,,,,,,,
Worker2,0.960286,0.03823,,,,,,,,,,,,,,,,
Worker3,0.989241,0.009276,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.124084,,,,,,,,,,,,,,,,,
C1-2,0.113915,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.961486,,,,,,,,,,,,,,,,,
C3-3,1.997032,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 36,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.667794,#NAME?,0.667794,#NAME?,,,,,,,,,,,,
Component1,48,0.094716,1.190241,13.65783,1.190241,1.293614,,,,,,,,,,,,
Component2,3,0.00592,0.509226,161.327956,0.509226,0.95502,,,,,,,,,,,,
Component3,3,0.00592,2.002144,461.416475,2.002144,2.731468,,,,,,,,,,,,
Part1,40,0.07893,0.339832,4.305487,0.339832,0.339832,,,,,,,,,,,,
Part2,4,0.007893,0.063854,8.089972,0.063854,0.063854,,,,,,,,,,,,
Part3,3,0.00592,0.053706,9.072296,0.053706,0.053706,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.997403,,,,,,,,,,,,,,,,
Inspector2,0.885595,0.111808,,,,,,,,,,,,,,,,
Worker1,0.651489,0.345914,,,,,,,,,,,,,,,,
Worker2,0.933549,0.063854,,,,,,,,,,,,,,,,
Worker3,0.943698,0.053706,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.103373,,,,,,,,,,,,,,,,,
C1-2,0.231892,,,,,,,,,,,,,,,,,
C1-3,0.001843,,,,,,,,,,,,,,,,,
C2-2,0.41521,,,,,,,,,,,,,,,,,
C3-3,1.984352,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 37,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.685171,#NAME?,0.685171,#NAME?,,,,,,,,,,,,
Component1,40,0.076779,0.999872,13.983104,0.999872,1.073613,,,,,,,,,,,,
Component2,1,0.001919,0.006741,3.512025,0.006741,0.006741,,,,,,,,,,,,
Component3,1,0.001919,1.994293,524.212511,1.994293,1.006217,,,,,,,,,,,,
Part1,38,0.07294,0.325061,4.456525,0.325061,0.325061,,,,,,,,,,,,
Part2,1,0.001919,0.004314,2.247696,0.004314,0.004314,,,,,,,,,,,,
Part3,1,0.001919,0.002295,1.19589,0.002295,0.002295,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.986989,,,,,,,,,,,,,,,,
Inspector2,0.959932,0.027057,,,,,,,,,,,,,,,,
Worker1,0.661928,0.325061,,,,,,,,,,,,,,,,
Worker2,0.982674,0.004314,,,,,,,,,,,,,,,,
Worker3,0.984693,0.002295,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.073742,,,,,,,,,,,,,,,,,
C1-2,0.012883,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.973977,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 38,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.600768,#NAME?,0.600768,#NAME?,,,,,,,,,,,,
Component1,46,0.090959,1.464563,17.462562,1.464563,1.588369,,,,,,,,,,,,
Component2,4,0.007909,0.261992,17.829316,0.261992,0.14102,,,,,,,,,,,,
Component3,3,0.005932,1.976497,483.261729,1.976497,2.866746,,,,,,,,,,,,
Part1,40,0.079094,0.397865,5.03026,0.397865,0.397865,,,,,,,,,,,,
Part2,3,0.005932,0.042599,7.181102,0.042599,0.042599,,,,,,,,,,,,
Part3,3,0.005932,0.013954,2.352323,0.013954,0.013954,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.958528,,,,,,,,,,,,,,,,
Inspector2,0.824279,0.134249,,,,,,,,,,,,,,,,
Worker1,0.560663,0.397865,,,,,,,,,,,,,,,,
Worker2,0.915929,0.042599,,,,,,,,,,,,,,,,
Worker3,0.944574,0.013954,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.123806,,,,,,,,,,,,,,,,,
C1-2,0.506035,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.187185,,,,,,,,,,,,,,,,,
C3-3,1.917055,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 39,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.639988,#NAME?,0.639988,#NAME?,,,,,,,,,,,,
Component1,48,0.095191,1.916817,13.77217,1.916817,1.310986,,,,,,,,,,,,
Component2,1,0.001983,0.173423,148.627289,0.173423,0.29475,,,,,,,,,,,,
Component3,4,0.007933,2.112563,291.362726,2.112563,2.311259,,,,,,,,,,,,
Part1,42,0.083292,0.421274,5.057788,0.421274,0.421274,,,,,,,,,,,,
Part2,2,0.003966,0.103146,26.0057,0.103146,0.103146,,,,,,,,,,,,
Part3,4,0.007933,0.070839,8.93008,0.070839,0.070839,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.988646,,,,,,,,,,,,,,,,
Inspector2,0.700481,0.288165,,,,,,,,,,,,,,,,
Worker1,0.567372,0.421274,,,,,,,,,,,,,,,,
Worker2,0.8855,0.103146,,,,,,,,,,,,,,,,
Worker3,0.917808,0.070839,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.116545,,,,,,,,,,,,,,,,,
C1-2,0.912835,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.020528,,,,,,,,,,,,,,,,,
C3-3,1.977293,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 40,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.626686,#NAME?,0.626686,#NAME?,,,,,,,,,,,,
Component1,52,0.100412,1.404802,22.467805,1.404802,2.256044,,,,,,,,,,,,
Component2,6,0.011586,0.764535,30.629931,0.764535,0.354879,,,,,,,,,,,,
Component3,3,0.005793,2.070256,296.401277,2.070256,1.717058,,,,,,,,,,,,
Part1,45,0.086895,0.365982,4.211764,0.365982,0.365982,,,,,,,,,,,,
Part2,4,0.007724,0.031975,4.139721,0.031975,0.031975,,,,,,,,,,,,
Part3,3,0.005793,0.010924,1.88567,0.010924,0.010924,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.991794,,,,,,,,,,,,,,,,
Inspector2,0.796887,0.194907,,,,,,,,,,,,,,,,
Worker1,0.625812,0.365982,,,,,,,,,,,,,,,,
Worker2,0.959819,0.031975,,,,,,,,,,,,,,,,
Worker3,0.980871,0.010924,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.147859,,,,,,,,,,,,,,,,,
C1-2,0.42794,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0.656295,,,,,,,,,,,,,,,,,
C3-3,1.983589,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 41,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.547567,#NAME?,0.547567,#NAME?,,,,,,,,,,,,
Component1,52,0.10356,1.472277,16.070714,1.472277,1.664287,,,,,,,,,,,,
Component2,5,0.009958,0.579137,76.164344,0.579137,0.758423,,,,,,,,,,,,
Component3,5,0.009958,1.854409,221.654324,1.854409,2.207171,,,,,,,,,,,,
Part1,42,0.083645,0.446353,5.336284,0.446353,0.446353,,,,,,,,,,,,
Part2,4,0.007966,0.047094,5.911715,0.047094,0.047094,,,,,,,,,,,,
Part3,6,0.011949,0.133558,11.17707,0.133558,0.133558,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.964422,,,,,,,,,,,,,,,,
Inspector2,0.659516,0.304905,,,,,,,,,,,,,,,,
Worker1,0.518069,0.446353,,,,,,,,,,,,,,,,
Worker2,0.917328,0.047094,,,,,,,,,,,,,,,,
Worker3,0.830864,0.133558,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.19201,,,,,,,,,,,,,,,,,
C1-2,0.418983,,,,,,,,,,,,,,,,,
C1-3,0.088872,,,,,,,,,,,,,,,,,
C2-2,0.527565,,,,,,,,,,,,,,,,,
C3-3,1.601076,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 42,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.57947,#NAME?,0.57947,#NAME?,,,,,,,,,,,,
Component1,49,0.092645,1.514133,17.825937,1.514133,1.651483,,,,,,,,,,,,
Component2,2,0.003781,0.793343,227.581061,0.793343,0.860581,,,,,,,,,,,,
Component3,3,0.005672,2.0893,351.739684,2.0893,1.995117,,,,,,,,,,,,
Part1,43,0.081301,0.43387,5.336611,0.43387,0.43387,,,,,,,,,,,,
Part2,4,0.007563,0.040701,5.381723,0.040701,0.040701,,,,,,,,,,,,
Part3,2,0.003781,0.0102,2.697513,0.0102,0.0102,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.995986,,,,,,,,,,,,,,,,
Inspector2,0.849466,0.14652,,,,,,,,,,,,,,,,
Worker1,0.562116,0.43387,,,,,,,,,,,,,,,,
Worker2,0.955285,0.040701,,,,,,,,,,,,,,,,
Worker3,0.985785,0.0102,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.13735,,,,,,,,,,,,,,,,,
C1-2,0.514679,,,,,,,,,,,,,,,,,
C1-3,0.003468,,,,,,,,,,,,,,,,,
C2-2,0.752496,,,,,,,,,,,,,,,,,
C3-3,1.983627,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 43,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.625231,#NAME?,0.625231,#NAME?,,,,,,,,,,,,
Component1,44,0.087846,1.135251,13.677992,1.135251,1.201563,,,,,,,,,,,,
Component2,2,0.003993,0.642085,204.08182,0.642085,0.814903,,,,,,,,,,,,
Component3,3,0.00599,1.887204,205.092932,1.887204,1.228411,,,,,,,,,,,,
Part1,38,0.075867,0.31147,4.10545,0.31147,0.31147,,,,,,,,,,,,
Part2,3,0.00599,0.060349,10.075772,0.060349,0.060349,,,,,,,,,,,,
Part3,3,0.00599,0.046984,7.844308,0.046984,0.046984,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.942299,,,,,,,,,,,,,,,,
Inspector2,0.827794,0.114506,,,,,,,,,,,,,,,,
Worker1,0.636074,0.306225,,,,,,,,,,,,,,,,
Worker2,0.88195,0.060349,,,,,,,,,,,,,,,,
Worker3,0.895315,0.046984,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.066312,,,,,,,,,,,,,,,,,
C1-2,0.180593,,,,,,,,,,,,,,,,,
C1-3,0.01236,,,,,,,,,,,,,,,,,
C2-2,0.561956,,,,,,,,,,,,,,,,,
C3-3,1.852827,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 44,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.613161,#NAME?,0.613161,#NAME?,,,,,,,,,,,,
Component1,50,0.098924,1.718472,15.453082,1.718472,1.52868,,,,,,,,,,,,
Component2,1,0.001978,0.004883,2.468293,0.004883,0.004883,,,,,,,,,,,,
Component3,2,0.003957,2.030787,661.279042,2.030787,2.616653,,,,,,,,,,,,
Part1,46,0.09101,0.398481,4.378434,0.398481,0.398481,,,,,,,,,,,,
Part2,1,0.001978,0.003125,1.579708,0.003125,0.003125,,,,,,,,,,,,
Part3,2,0.003957,0.007517,1.899748,0.007517,0.007517,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.998271,,,,,,,,,,,,,,,,
Inspector2,0.959143,0.039128,,,,,,,,,,,,,,,,
Worker1,0.594592,0.403679,,,,,,,,,,,,,,,,
Worker2,0.995146,0.003125,,,,,,,,,,,,,,,,
Worker3,0.990754,0.007517,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.13576,,,,,,,,,,,,,,,,,
C1-2,0.720201,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.996542,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 45,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.63864,#NAME?,0.63864,#NAME?,,,,,,,,,,,,
Component1,41,0.078312,1.979223,14.042501,1.979223,1.099699,,,,,,,,,,,,
Component2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Component3,2,0.00382,2.00564,254.138027,2.00564,0.970834,,,,,,,,,,,,
Part1,39,0.074492,0.355904,4.777744,0.355904,0.355904,,,,,,,,,,,,
Part2,0,0,0,#NAME?,0,#NAME?,,,,,,,,,,,,
Part3,2,0.00382,0.013425,3.514305,0.013425,0.013425,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.989612,,,,,,,,,,,,,,,,
Inspector2,0.934592,0.05502,,,,,,,,,,,,,,,,
Worker1,0.633708,0.355904,,,,,,,,,,,,,,,,
Worker2,0.989612,0,,,,,,,,,,,,,,,,
Worker3,0.976187,0.013425,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.110087,,,,,,,,,,,,,,,,,
C1-2,0.989612,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.95062,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 46,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.633934,#NAME?,0.633934,#NAME?,,,,,,,,,,,,
Component1,54,0.100013,1.152481,25.16519,1.152481,2.516845,,,,,,,,,,,,
Component2,6,0.011113,0.765506,68.886574,0.765506,0.765506,,,,,,,,,,,,
Component3,3,0.005556,1.604893,313.617805,1.604893,1.742547,,,,,,,,,,,,
Part1,46,0.085196,0.329032,3.862049,0.329032,0.329032,,,,,,,,,,,,
Part2,6,0.011113,0.123186,11.085307,0.123186,0.123186,,,,,,,,,,,,
Part3,3,0.005556,0.029334,5.279396,0.029334,0.029334,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.956391,,,,,,,,,,,,,,,,
Inspector2,0.658707,0.297684,,,,,,,,,,,,,,,,
Worker1,0.627359,0.329032,,,,,,,,,,,,,,,,
Worker2,0.833205,0.123186,,,,,,,,,,,,,,,,
Worker3,0.927057,0.029334,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.100027,,,,,,,,,,,,,,,,,
C1-2,0.181599,,,,,,,,,,,,,,,,,
C1-3,0.014491,,,,,,,,,,,,,,,,,
C2-2,0.573027,,,,,,,,,,,,,,,,,
C3-3,1.499688,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 47,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.520429,#NAME?,0.520429,#NAME?,,,,,,,,,,,,
Component1,51,0.101236,1.678073,17.909999,1.678073,1.813134,,,,,,,,,,,,
Component2,4,0.00794,0.12956,16.317195,0.12956,0.12956,,,,,,,,,,,,
Component3,6,0.01191,1.726505,265.741985,1.726505,3.165014,,,,,,,,,,,,
Part1,40,0.079401,0.398659,5.020854,0.398659,0.398659,,,,,,,,,,,,
Part2,3,0.005955,0.031626,5.310746,0.031626,0.031626,,,,,,,,,,,,
Part3,8,0.01588,0.106495,6.706191,0.106495,0.106495,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.920738,,,,,,,,,,,,,,,,
Inspector2,0.596266,0.324472,,,,,,,,,,,,,,,,
Worker1,0.52925,0.391488,,,,,,,,,,,,,,,,
Worker2,0.889113,0.031626,,,,,,,,,,,,,,,,
Worker3,0.814243,0.106495,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.146455,,,,,,,,,,,,,,,,,
C1-2,0.68044,,,,,,,,,,,,,,,,,
C1-3,0.052192,,,,,,,,,,,,,,,,,
C2-2,0.080144,,,,,,,,,,,,,,,,,
C3-3,1.451448,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 48,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.619389,#NAME?,0.619389,#NAME?,,,,,,,,,,,,
Component1,46,0.091799,1.672838,11.837571,1.672838,1.086678,,,,,,,,,,,,
Component2,0,0,0.022105,inf,0.022105,#NAME?,,,,,,,,,,,,
Component3,3,0.005987,2.002437,149.460211,2.002437,0.894803,,,,,,,,,,,,
Part1,42,0.083817,0.375304,4.47768,0.375304,0.375304,,,,,,,,,,,,
Part2,1,0.001996,0.014147,7.089112,0.014147,0.014147,,,,,,,,,,,,
Part3,1,0.001996,0.057098,28.611533,0.057098,0.057098,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.992468,,,,,,,,,,,,,,,,
Inspector2,0.904124,0.088344,,,,,,,,,,,,,,,,
Worker1,0.634296,0.358173,,,,,,,,,,,,,,,,
Worker2,0.978321,0.014147,,,,,,,,,,,,,,,,
Worker3,0.93537,0.057098,,,,,,,,,,,,,,,,
Queue:,Ocupancy:,,,,,,,,,,,,,,,,,
C1-1,0.093341,,,,,,,,,,,,,,,,,
C1-2,0.705204,,,,,,,,,,,,,,,,,
C1-3,0,,,,,,,,,,,,,,,,,
C2-2,0,,,,,,,,,,,,,,,,,
C3-3,1.936198,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Batch Number: 49,,,,,,,,,,,,,,,,,,
Entity:,Num_Produced:,Arrival_Rate:,Items_In_System,Ave_Time_In_System:,Littles_Left:,Littles_Right:,,,,,,,,,,,,
Ignore,0,0,0.601753,#NAME?,0.601753,#NAME?,,,,,,,,,,,,
Component1,42,0.083649,1.851085,23.899914,1.851085,1.999194,,,,,,,,,,,,
Component2,2,0.003983,0.258891,64.994795,0.258891,0.258891,,,,,,,,,,,,
Component3,5,0.009958,2.135333,243.632975,2.135333,2.426137,,,,,,,,,,,,
Part1,37,0.07369,0.3875,5.258492,0.3875,0.3875,,,,,,,,,,,,
Part2,2,0.003983,0.044907,11.274002,0.044907,0.044907,,,,,,,,,,,,
Part3,5,0.009958,0.05303,5.32526,0.05303,0.05303,,,,,,,,,,,,
Agent:,Idle:,Busy:,,,,,,,,,,,,,,,,
Inspector1,0,0.99782,,,,,,,,,,,,,,,,
